slug,url,name,family,category_slug,image_url,ram_gb,storage_gb,chip,cpu_cores,gpu_cores,screen_size,color,model_group,config_key,first_seen,last_seen
apple-macbook-air-15-mc6j4-m4-10c-cpu-10c-gpu-24gb-512gb-silver,https://applemac.pk/product/apple-macbook-air-15-mc6j4-m4-10c-cpu-10c-gpu-24gb-512gb-silver,Apple MacBook Air 15 MC6J4 M4 10C CPU 10C GPU 24GB 512GB Silver,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1771255510.webp,24,512,M4,10,10,15.0,Silver,macbook_air_scr15_0_chipm4,macbook_air_scr15_0_chipm4_ram24_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mc6k4-m4-10c-cpu-10c-gpu-24gb-512gb-starlight,https://applemac.pk/product/apple-macbook-air-15-mc6k4-m4-10c-cpu-10c-gpu-24gb-512gb-starlight,Apple MacBook Air 15 MC6K4 M4 10C CPU 10C GPU 24GB 512GB Starlight,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1771255486.webp,24,512,M4,10,10,15.0,Starlight,macbook_air_scr15_0_chipm4,macbook_air_scr15_0_chipm4_ram24_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mc6l4-m4-10c-cpu-10c-gpu-24gb-512gb-midnight,https://applemac.pk/product/apple-macbook-air-15-mc6l4-m4-10c-cpu-10c-gpu-24gb-512gb-midnight,Apple MacBook Air 15 MC6L4 M4 10C CPU 10C GPU 24GB 512GB Midnight,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1771255466.webp,24,512,M4,10,10,15.0,Midnight,macbook_air_scr15_0_chipm4,macbook_air_scr15_0_chipm4_ram24_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mc7a4-m4-10c-cpu-10c-gpu-16gb-256gb-sky-blue,https://applemac.pk/product/apple-macbook-air-15-mc7a4-m4-10c-cpu-10c-gpu-16gb-256gb-sky-blue,Apple MacBook Air 15 MC7A4 M4 10C CPU 10C GPU 16GB 256GB Sky Blue,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1771255573.webp,16,256,M4,10,10,15.0,Sky Blue,macbook_air_scr15_0_chipm4,macbook_air_scr15_0_chipm4_ram16_ssd256,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mc7c4-m4-10c-cpu-10c-gpu-16gb-512gb-sky-blue,https://applemac.pk/product/apple-macbook-air-15-mc7c4-m4-10c-cpu-10c-gpu-16gb-512gb-sky-blue,Apple MacBook Air 15 MC7C4 M4 10C CPU 10C GPU 16GB 512GB Sky Blue,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1771255548.webp,16,512,M4,10,10,15.0,Sky Blue,macbook_air_scr15_0_chipm4,macbook_air_scr15_0_chipm4_ram16_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mc7d4-m4-10c-cpu-10c-gpu-24gb-512gb-sky-blue,https://applemac.pk/product/apple-macbook-air-15-mc7d4-m4-10c-cpu-10c-gpu-24gb-512gb-sky-blue,Apple MacBook Air 15 MC7D4 M4 10C CPU 10C GPU 24GB 512GB Sky Blue,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1771255530.webp,24,512,M4,10,10,15.0,Sky Blue,macbook_air_scr15_0_chipm4,macbook_air_scr15_0_chipm4_ram24_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mdv94-m5-10c-cpu-10c-gpu-16gb-512gb-silver,https://applemac.pk/product/apple-macbook-air-15-mdv94-m5-10c-cpu-10c-gpu-16gb-512gb-silver,Apple MacBook Air 15 MDV94 M5 10C CPU 10C GPU 16GB 512GB Silver,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1772705593.webp,16,512,M5,10,10,15.0,Silver,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram16_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mdva4-m5-10c-cpu-10c-gpu-16gb-1tb-silver,https://applemac.pk/product/apple-macbook-air-15-mdva4-m5-10c-cpu-10c-gpu-16gb-1tb-silver,Apple MacBook Air 15 MDVA4 M5 10C CPU 10C GPU 16GB 1TB Silver,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1772705593.webp,16,1024,M5,10,10,15.0,Silver,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram16_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mdvc4-m5-10c-cpu-10c-gpu-24gb-1tb-silver,https://applemac.pk/product/apple-macbook-air-15-mdvc4-m5-10c-cpu-10c-gpu-24gb-1tb-silver,Apple MacBook Air 15 MDVC4 M5 10C CPU 10C GPU 24GB 1TB Silver,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1772708740.webp,24,1024,M5,10,10,15.0,Silver,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram24_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mdvd4-m5-10c-cpu-10c-gpu-16gb-512gb-starlight,https://applemac.pk/product/apple-macbook-air-15-mdvd4-m5-10c-cpu-10c-gpu-16gb-512gb-starlight,Apple MacBook Air 15 MDVD4 M5 10C CPU 10C GPU 16GB 512GB Starlight,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1772695219.webp,16,512,M5,10,10,15.0,Starlight,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram16_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mdve4-m5-10c-cpu-10c-gpu-16gb-1tb-starlight,https://applemac.pk/product/apple-macbook-air-15-mdve4-m5-10c-cpu-10c-gpu-16gb-1tb-starlight,Apple MacBook Air 15 MDVE4 M5 10C CPU 10C GPU 16GB 1TB Starlight,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1772695219.webp,16,1024,M5,10,10,15.0,Starlight,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram16_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mdvf4-m5-10c-cpu-10c-gpu-24gb-1tb-starlight,https://applemac.pk/product/apple-macbook-air-15-mdvf4-m5-10c-cpu-10c-gpu-24gb-1tb-starlight,Apple MacBook Air 15 MDVF4 M5 10C CPU 10C GPU 24GB 1TB Starlight,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1772709019.webp,24,1024,M5,10,10,15.0,Starlight,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram24_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mdvh4-m5-10c-cpu-10c-gpu-16gb-512gb-midnight,https://applemac.pk/product/apple-macbook-air-15-mdvh4-m5-10c-cpu-10c-gpu-16gb-512gb-midnight,Apple MacBook Air 15 MDVH4 M5 10C CPU 10C GPU 16GB 512GB Midnight,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1772696586.webp,16,512,M5,10,10,15.0,Midnight,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram16_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mdvk4-m5-10c-cpu-10c-gpu-16gb-1tb-midnight,https://applemac.pk/product/apple-macbook-air-15-mdvk4-m5-10c-cpu-10c-gpu-16gb-1tb-midnight,Apple MacBook Air 15 MDVK4 M5 10C CPU 10C GPU 16GB 1TB Midnight,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1772696586.webp,16,1024,M5,10,10,15.0,Midnight,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram16_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mdvn4-m5-10c-cpu-10c-gpu-24gb-1tb-midnight,https://applemac.pk/product/apple-macbook-air-15-mdvn4-m5-10c-cpu-10c-gpu-24gb-1tb-midnight,Apple MacBook Air 15 MDVN4 M5 10C CPU 10C GPU 24GB 1TB Midnight,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1772696586.webp,24,1024,M5,10,10,15.0,Midnight,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram24_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mdvq4-m5-10c-cpu-10c-gpu-16gb-512gb-sky-blue,https://applemac.pk/product/apple-macbook-air-15-mdvq4-m5-10c-cpu-10c-gpu-16gb-512gb-sky-blue,Apple MacBook Air 15 MDVQ4 M5 10C CPU 10C GPU 16GB 512GB Sky Blue,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1772705818.webp,16,512,M5,10,10,15.0,Sky Blue,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram16_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mdvt4-m5-10c-cpu-10c-gpu-16gb-1tb-sky-blue,https://applemac.pk/product/apple-macbook-air-15-mdvt4-m5-10c-cpu-10c-gpu-16gb-1tb-sky-blue,Apple MacBook Air 15 MDVT4 M5 10C CPU 10C GPU 16GB 1TB Sky Blue,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1772705818.webp,16,1024,M5,10,10,15.0,Sky Blue,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram16_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mdvu4-m5-10c-cpu-10c-gpu-24gb-1tb-sky-blue,https://applemac.pk/product/apple-macbook-air-15-mdvu4-m5-10c-cpu-10c-gpu-24gb-1tb-sky-blue,Apple MacBook Air 15 MDVU4 M5 10C CPU 10C GPU 24GB 1TB Sky Blue,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1772708896.webp,24,1024,M5,10,10,15.0,Sky Blue,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram24_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mw1g3-m4-10c-cpu-10c-gpu-16gb-256gb-silver,https://applemac.pk/product/apple-macbook-air-15-mw1g3-m4-10c-cpu-10c-gpu-16gb-256gb-silver,Apple MacBook Air 15 MW1G3 M4 10C CPU 10C GPU 16GB 256GB Silver,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1771255278.webp,16,256,M4,10,10,15.0,Silver,macbook_air_scr15_0_chipm4,macbook_air_scr15_0_chipm4_ram16_ssd256,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mw1h3-m4-10c-cpu-10c-gpu-16gb-512gb-silver,https://applemac.pk/product/apple-macbook-air-15-mw1h3-m4-10c-cpu-10c-gpu-16gb-512gb-silver,Apple MacBook Air 15 MW1H3 M4 10C CPU 10C GPU 16GB 512GB Silver,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1771255366.webp,16,512,M4,10,10,15.0,Silver,macbook_air_scr15_0_chipm4,macbook_air_scr15_0_chipm4_ram16_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mw1j3-m4-10c-cpu-10c-gpu-16gb-256gb-starlight,https://applemac.pk/product/apple-macbook-air-15-mw1j3-m4-10c-cpu-10c-gpu-16gb-256gb-starlight,Apple MacBook Air 15 MW1J3 M4 10C CPU 10C GPU 16GB 256GB Starlight,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1771255259.webp,16,256,M4,10,10,15.0,Starlight,macbook_air_scr15_0_chipm4,macbook_air_scr15_0_chipm4_ram16_ssd256,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mw1k3-m4-10c-cpu-10c-gpu-16gb-512gb-starlight,https://applemac.pk/product/apple-macbook-air-15-mw1k3-m4-10c-cpu-10c-gpu-16gb-512gb-starlight,Apple MacBook Air 15 MW1K3 M4 10C CPU 10C GPU 16GB 512GB Starlight,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1771255336.webp,16,512,M4,10,10,15.0,Starlight,macbook_air_scr15_0_chipm4,macbook_air_scr15_0_chipm4_ram16_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mw1l3-m4-10c-cpu-10c-gpu-16gb-256gb-midnight,https://applemac.pk/product/apple-macbook-air-15-mw1l3-m4-10c-cpu-10c-gpu-16gb-256gb-midnight,Apple MacBook Air 15 MW1L3 M4 10C CPU 10C GPU 16GB 256GB Midnight,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1771255219.webp,16,256,M4,10,10,15.0,Midnight,macbook_air_scr15_0_chipm4,macbook_air_scr15_0_chipm4_ram16_ssd256,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-mw1m3-m4-10c-cpu-10c-gpu-16gb-512gb-midnight,https://applemac.pk/product/apple-macbook-air-15-mw1m3-m4-10c-cpu-10c-gpu-16gb-512gb-midnight,Apple MacBook Air 15 MW1M3  M4 10C CPU 10C GPU 16GB 512GB Midnight,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1771255318.webp,16,512,M4,10,10,15.0,Midnight,macbook_air_scr15_0_chipm4,macbook_air_scr15_0_chipm4_ram16_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-z1ls000vh-m5-10c-cpu-10c-gpu-24gb-2tb-sky-blue,https://applemac.pk/product/apple-macbook-air-15-z1ls000vh-m5-10c-cpu-10c-gpu-24gb-2tb-sky-blue,Apple MacBook Air 15 Z1LS000VH M5 10C CPU 10C GPU 24GB 2TB Sky Blue,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1777976020.webp,24,2048,M5,10,10,15.0,Sky Blue,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram24_ssd2048,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-z1ls000vj-m5-10c-cpu-10c-gpu-32gb-1tb-sky-blue,https://applemac.pk/product/apple-macbook-air-15-z1ls000vj-m5-10c-cpu-10c-gpu-32gb-1tb-sky-blue,Apple MacBook Air 15 Z1LS000VJ M5 10C CPU 10C GPU 32GB 1TB Sky Blue,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1777976380.webp,32,1024,M5,10,10,15.0,Sky Blue,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram32_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-15-z1m2000w8-m5-10c-cpu-10c-gpu-32gb-2tb-sky-blue,https://applemac.pk/product/apple-macbook-air-15-z1m2000w8-m5-10c-cpu-10c-gpu-32gb-2tb-sky-blue,Apple MacBook Air 15 Z1M2000W8 M5 10C CPU 10C GPU 32GB 2TB Sky Blue,macbook_air,macbook-air-15,https://applemac.pk/public/uploads/products/1777975838.webp,32,2048,M5,10,10,15.0,Sky Blue,macbook_air_scr15_0_chipm5,macbook_air_scr15_0_chipm5_ram32_ssd2048,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-air-z1l2000vn-13-m5-10c-cpu-10c-gpu-24gb-2tb-silver,https://applemac.pk/product/apple-macbook-air-z1l2000vn-13-m5-10c-cpu-10c-gpu-24gb-2tb-silver,Apple MacBook Air Z1L2000VN 13 M5 10C CPU 10C GPU 24GB 2TB Silver,macbook_air,macbook-air-13,https://applemac.pk/public/uploads/products/1777971030.webp,24,2048,M5,10,10,13.0,Silver,macbook_air_scr13_0_chipm5,macbook_air_scr13_0_chipm5_ram24_ssd2048,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-pro-14inch-mcx04-m4-10core-cpu-10core-gpu-24gb-1tb-space-black,https://applemac.pk/product/apple-macbook-pro-14inch-mcx04-m4-10core-cpu-10core-gpu-24gb-1tb-space-black,Apple MacBook Pro 14Inch MCX04 M4 10Core CPU 10Core GPU 24GB 1TB Space Black,macbook_pro,macbook-pro-14,https://applemac.pk/public/uploads/products/1771323557.webp,24,1024,M4,10,10,14.0,Space Black,macbook_pro_scr14_0_chipm4,macbook_pro_scr14_0_chipm4_ram24_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-pro-14inch-mcx14-m4-10core-cpu-10core-gpu-24gb-1tb-silver,https://applemac.pk/product/apple-macbook-pro-14inch-mcx14-m4-10core-cpu-10core-gpu-24gb-1tb-silver,Apple MacBook Pro 14Inch MCX14 M4 10Core CPU 10Core GPU 24GB 1TB Silver,macbook_pro,macbook-pro-14,https://applemac.pk/public/uploads/products/1771323527.webp,24,1024,M4,10,10,14.0,Silver,macbook_pro_scr14_0_chipm4,macbook_pro_scr14_0_chipm4_ram24_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-pro-14inch-mw2u3-m4-10core-cpu-10core-gpu-16gb-512gb-space-black,https://applemac.pk/product/apple-macbook-pro-14inch-mw2u3-m4-10core-cpu-10core-gpu-16gb-512gb-space-black,Apple MacBook Pro 14Inch MW2U3 M4 10Core CPU 10Core GPU 16GB 512GB Space Black,macbook_pro,macbook-pro-14,https://applemac.pk/public/uploads/products/1771323639.webp,16,512,M4,10,10,14.0,Space Black,macbook_pro_scr14_0_chipm4,macbook_pro_scr14_0_chipm4_ram16_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-pro-14inch-mw2v3-m4-10core-cpu-10core-gpu-16gb-1tb-space-black,https://applemac.pk/product/apple-macbook-pro-14inch-mw2v3-m4-10core-cpu-10core-gpu-16gb-1tb-space-black,Apple MacBook Pro 14Inch MW2V3 M4 10Core CPU 10Core GPU 16GB 1TB Space Black,macbook_pro,macbook-pro-14,https://applemac.pk/public/uploads/products/1771323583.webp,16,1024,M4,10,10,14.0,Space Black,macbook_pro_scr14_0_chipm4,macbook_pro_scr14_0_chipm4_ram16_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-pro-14inch-mw2w3-m4-10core-cpu-10core-gpu-16gb-512gb-silver,https://applemac.pk/product/apple-macbook-pro-14inch-mw2w3-m4-10core-cpu-10core-gpu-16gb-512gb-silver,Apple MacBook Pro 14Inch MW2W3 M4 10Core CPU 10Core GPU 16GB 512GB Silver,macbook_pro,macbook-pro-14,https://applemac.pk/public/uploads/products/1771323840.webp,16,512,M4,10,10,14.0,Silver,macbook_pro_scr14_0_chipm4,macbook_pro_scr14_0_chipm4_ram16_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-pro-14inch-mw2x3-m4-10core-cpu-10core-gpu-16gb-1tb-silver,https://applemac.pk/product/apple-macbook-pro-14inch-mw2x3-m4-10core-cpu-10core-gpu-16gb-1tb-silver,Apple MacBook Pro 14Inch MW2X3 M4 10Core CPU 10Core GPU 16GB 1TB Silver,macbook_pro,macbook-pro-14,https://applemac.pk/public/uploads/products/1771323608.webp,16,1024,M4,10,10,14.0,Silver,macbook_pro_scr14_0_chipm4,macbook_pro_scr14_0_chipm4_ram16_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-pro-14inch-mx2e3-m4-pro-12core-cpu-16core-gpu-24gb-512gb-silver,https://applemac.pk/product/apple-macbook-pro-14inch-mx2e3-m4-pro-12core-cpu-16core-gpu-24gb-512gb-silver,Apple MacBook Pro 14Inch MX2E3 M4 Pro 12Core CPU 16Core GPU 24GB 512GB Silver,macbook_pro,macbook-pro-14,https://applemac.pk/public/uploads/products/1771323478.webp,24,512,M4 Pro,12,16,14.0,Silver,macbook_pro_scr14_0_chipm4_pro,macbook_pro_scr14_0_chipm4_pro_ram24_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-pro-14inch-mx2f3-m4-pro-14core-cpu-20core-gpu-24gb-1tb-silver,https://applemac.pk/product/apple-macbook-pro-14inch-mx2f3-m4-pro-14core-cpu-20core-gpu-24gb-1tb-silver,Apple MacBook Pro 14Inch MX2F3 M4 Pro 14Core CPU 20Core GPU 24GB 1TB Silver,macbook_pro,macbook-pro-14,https://applemac.pk/public/uploads/products/1771320619.webp,24,1024,M4 Pro,14,20,14.0,Silver,macbook_pro_scr14_0_chipm4_pro,macbook_pro_scr14_0_chipm4_pro_ram24_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-pro-14inch-mx2g3-14core-cpu-32core-gpu-m4-max-36gb-1tb-silver,https://applemac.pk/product/apple-macbook-pro-14inch-mx2g3-14core-cpu-32core-gpu-m4-max-36gb-1tb-silver,Apple MacBook Pro 14Inch MX2G3 14Core CPU 32Core GPU M4 Max 36GB 1TB Silver,macbook_pro,macbook-pro-14,https://applemac.pk/public/uploads/products/1771323389.webp,36,1024,M4 Max,14,32,14.0,Silver,macbook_pro_scr14_0_chipm4_max,macbook_pro_scr14_0_chipm4_max_ram36_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-pro-14inch-mx2h3-m4-pro-12core-cpu-16core-gpu-24gb-512gb-space-black,https://applemac.pk/product/apple-macbook-pro-14inch-mx2h3-m4-pro-12core-cpu-16core-gpu-24gb-512gb-space-black,Apple MacBook Pro 14Inch MX2H3 M4 Pro 12Core CPU 16Core GPU 24GB 512GB Space Black,macbook_pro,macbook-pro-14,https://applemac.pk/public/uploads/products/1771323502.webp,24,512,M4 Pro,12,16,14.0,Space Black,macbook_pro_scr14_0_chipm4_pro,macbook_pro_scr14_0_chipm4_pro_ram24_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-pro-14inch-mx2j3-m4-pro-14core-cpu-20core-gpu-24gb-1tb-space-black,https://applemac.pk/product/apple-macbook-pro-14inch-mx2j3-m4-pro-14core-cpu-20core-gpu-24gb-1tb-space-black,Apple MacBook Pro 14Inch MX2J3 M4 Pro 14Core CPU 20Core GPU 24GB 1TB Space Black,macbook_pro,macbook-pro-14,https://applemac.pk/public/uploads/products/1771323360.webp,24,1024,M4 Pro,14,20,14.0,Space Black,macbook_pro_scr14_0_chipm4_pro,macbook_pro_scr14_0_chipm4_pro_ram24_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-pro-14inch-mx2k3-14core-cpu-32core-gpu-m4-max-36gb-1tb-space-black,https://applemac.pk/product/apple-macbook-pro-14inch-mx2k3-14core-cpu-32core-gpu-m4-max-36gb-1tb-space-black,Apple MacBook Pro 14Inch MX2K3 14Core CPU 32Core GPU M4 Max 36GB 1TB Space Black,macbook_pro,macbook-pro-14,https://applemac.pk/public/uploads/products/1771323416.webp,36,1024,M4 Max,14,32,14.0,Space Black,macbook_pro_scr14_0_chipm4_max,macbook_pro_scr14_0_chipm4_max_ram36_ssd1024,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-pro-16-cto-m5-max-18-core-cpu-40-core-gpu-64gb-2tb-space-black,https://applemac.pk/product/apple-macbook-pro-16-cto-m5-max-18-core-cpu-40-core-gpu-64gb-2tb-space-black,Apple MacBook Pro 16 CTO M5 Max 18 Core CPU 40 Core GPU 64GB 2TB Space Black,macbook_pro,macbook-pro-16,https://applemac.pk/public/uploads/products/1778593762.webp,64,2048,M5 Max,18,40,16.0,Space Black,macbook_pro_scr16_0_chipm5_max,macbook_pro_scr16_0_chipm5_max_ram64_ssd2048,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-pro-16-m5-max-18-core-cpu-40-core-gpu-128gb-2tb-silver,https://applemac.pk/product/apple-macbook-pro-16-m5-max-18-core-cpu-40-core-gpu-128gb-2tb-silver,Apple MacBook Pro 16 M5 Max 18 Core CPU 40 Core GPU 128GB 2TB Silver,macbook_pro,macbook-pro-16,https://applemac.pk/public/uploads/products/1778857969.webp,128,2048,M5 Max,18,40,16.0,Space Black,macbook_pro_scr16_0_chipm5_max,macbook_pro_scr16_0_chipm5_max_ram128_ssd2048,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-pro-16-m5-max-18-core-cpu-40-core-gpu-128gb-4tb-silver,https://applemac.pk/product/apple-macbook-pro-16-m5-max-18-core-cpu-40-core-gpu-128gb-4tb-silver,Apple MacBook Pro 16 M5 Max 18 Core CPU 40 Core GPU 128GB 4TB Silver,macbook_pro,macbook-pro-16,https://applemac.pk/public/uploads/products/1778857969.webp,128,4096,M5 Max,18,40,16.0,Space Black,macbook_pro_scr16_0_chipm5_max,macbook_pro_scr16_0_chipm5_max_ram128_ssd4096,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-pro-16-m5-max-18-core-cpu-40-core-gpu-128gb-8tb-silver,https://applemac.pk/product/apple-macbook-pro-16-m5-max-18-core-cpu-40-core-gpu-128gb-8tb-silver,Apple MacBook Pro 16 M5 Max 18 Core CPU 40 Core GPU 128GB 8TB Silver,macbook_pro,macbook-pro-16,https://applemac.pk/public/uploads/products/1778857969.webp,128,8192,M5 Max,18,40,16.0,Space Black,macbook_pro_scr16_0_chipm5_max,macbook_pro_scr16_0_chipm5_max_ram128_ssd8192,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-pro-16inch-mx2t3-14core-cpu-20core-gpu-m4-pro-24gb-512gb-silver,https://applemac.pk/product/apple-macbook-pro-16inch-mx2t3-14core-cpu-20core-gpu-m4-pro-24gb-512gb-silver,Apple MacBook Pro 16Inch MX2T3 14Core CPU 20Core GPU M4 Pro 24GB 512GB Silver,macbook_pro,macbook-pro-16,https://applemac.pk/public/uploads/products/1771332249.webp,24,512,M4 Pro,14,20,16.0,Silver,macbook_pro_scr16_0_chipm4_pro,macbook_pro_scr16_0_chipm4_pro_ram24_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
apple-macbook-pro-16inch-mx2u3-14core-cpu-20core-gpu-m4-pro-48gb-512gb-silver,https://applemac.pk/product/apple-macbook-pro-16inch-mx2u3-14core-cpu-20core-gpu-m4-pro-48gb-512gb-silver,Apple MacBook Pro 16Inch MX2U3 14Core CPU 20Core GPU M4 Pro 48GB 512GB Silver,macbook_pro,macbook-pro-16,https://applemac.pk/public/uploads/products/1771332115.webp,48,512,M4 Pro,14,20,16.0,Silver,macbook_pro_scr16_0_chipm4_pro,macbook_pro_scr16_0_chipm4_pro_ram48_ssd512,2026-09-16T00:22:18.878661+00:00,2026-09-22T08:36:51.699127+00:00
